Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2022,Other,Ankole,Rubirizi,372,367,739,784,878,1662,141,153,294,61,82,143,31,39,70,12,38,50,1401,1557,2958,1389,1519,2908,1358,1480,2838,0.0,0.0,0.0,1297,1398,2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Kigezi,Rukiga,124,129,253,569,743,1312,193,304,497,90,139,229,79,140,219,29,22,51,1084,1477,2561,1055,1455,2510,976,1315,2291,0.0,0.0,0.0,886,1176,2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Kigezi,Rukungiri,861,731,1592,1777,2155,3932,604,868,1472,217,362,579,94,211,305,83,111,194,3636,4438,8074,3553,4327,7880,3459,4116,7575,0.0,0.0,0.0,3242,3754,6996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Ankole,Rwampara,420,373,793,779,993,1772,94,218,312,49,83,132,23,29,52,28,34,62,1393,1730,3123,1365,1696,3061,1342,1667,3009,0.0,0.0,0.0,1293,1584,2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Teso,Serere,78,47,125,1071,952,2023,925,1033,1958,531,654,1185,800,973,1773,20,48,68,3425,3707,7132,3405,3659,7064,2605,2686,5291,0.0,0.0,0.0,2074,2032,4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Ankole,Sheema,1043,922,1965,1455,1763,3218,288,356,644,125,155,280,93,91,184,46,51,97,3050,3338,6388,3004,3287,6291,2911,3196,6107,0.0,0.0,0.0,2786,3041,5827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Elgon,Sironko,89,75,164,850,821,1671,727,855,1582,458,614,1072,770,893,1663,84,114,198,2978,3372,6350,2894,3258,6152,2124,2365,4489,0.0,0.0,0.0,1666,1751,3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,Teso,Soroti,348,284,632,1553,1580,3133,1058,1248,2306,606,781,1387,761,950,1711,42,43,85,4368,4886,9254,4326,4843,9169,3565,3893,7458,0.0,0.0,0.0,2959,3112,6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,South Buganda,Ssembabule,340,286,626,981,1237,2218,368,538,906,259,400,659,233,356,589,107,116,223,2288,2933,5221,2181,2817,4998,1948,2461,4409,0.0,0.0,0.0,1689,2061,3750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,AZO,West Nile,Terego,57,6,63,1306,482,1788,969,632,1601,469,355,824,520,464,984,152,94,246,3473,2033,5506,3321,1939,5260,2801,1475,4276,0.0,0.0,0.0,2332,1120,3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KMD,Bukedi,Tororo,495,276,771,1905,1841,3746,1366,1317,2683,987,1192,2179,1199,1345,2544,95,147,242,6047,6118,12165,5952,5971,11923,4753,4626,9379,0.0,0.0,0.0,3766,3434,7200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KMD,South Buganda,Wakiso,10776,10812,21588,15330,19384,34714,3029,4079,7108,1893,2666,4559,1187,1343,2530,461,606,1067,32676,38890,71566,32215,38284,70499,31028,36941,67969,0.0,0.0,0.0,29135,34275,63410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,AZO,West Nile,Yumbe,103,36,139,1655,763,2418,1109,759,1868,546,445,991,493,471,964,135,119,254,4041,2593,6634,3906,2474,6380,3413,2003,5416,0.0,0.0,0.0,2867,1558,4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other,West Nile,Zombo,35,16,51,626,293,919,517,282,799,325,188,513,311,208,519,105,49,154,1919,1036,2955,1814,987,2801,1503,779,2282,0.0,0.0,0.0,1178,591,1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,ABIM,20,7,27,414,260,674,244,210,454,94,84,178,85,96,181,8,10,18,865,667,1532,857,657,1514,772,561,1333,0.0,0.0,0.0,678,477,1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,ADJUMANI,78,33,111,931,571,1502,1094,813,1907,568,440,1008,594,703,1297,35,36,71,3300,2596,5896,3265,2560,5825,2671,1857,4528,0.0,0.0,0.0,2103,1417,3520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,AGAGO,85,47,132,602,563,1165,602,530,1132,347,364,711,337,355,692,31,26,57,2004,1885,3889,1973,1859,3832,1636,1504,3140,0.0,0.0,0.0,1289,1140,2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,ALEBTONG,89,54,143,838,708,1546,418,381,799,219,253,472,317,347,664,23,27,50,1904,1770,3674,1881,1743,3624,1564,1396,2960,0.0,0.0,0.0,1345,1143,2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,AMOLATAR,36,21,57,432,378,810,356,286,642,160,201,361,309,299,608,12,27,39,1305,1212,2517,1293,1185,2478,984,886,1870,0.0,0.0,0.0,824,685,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,AMUDAT,2,1,3,115,103,218,35,53,88,18,48,66,12,28,40,1,17,18,183,250,433,182,233,415,170,205,375,0.0,0.0,0.0,152,157,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,AMURIA,23,16,39,608,462,1070,584,573,1157,263,365,628,396,526,922,10,16,26,1884,1958,3842,1874,1942,3816,1478,1416,2894,0.0,0.0,0.0,1215,1051,2266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,AMURU,58,32,90,745,429,1174,573,490,1063,323,252,575,306,396,702,27,25,52,2032,1624,3656,2005,1599,3604,1699,1203,2902,0.0,0.0,0.0,1376,951,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,APAC_M_C,34,16,50,171,162,333,77,86,163,39,39,78,51,61,112,5,4,9,377,368,745,372,364,736,321,303,624,0.0,0.0,0.0,282,264,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,APAC,18,10,28,412,311,723,226,264,490,110,132,242,123,179,302,6,1,7,895,897,1792,889,896,1785,766,717,1483,0.0,0.0,0.0,656,585,1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,ARUA_M_C,232,131,363,1579,1256,2835,994,1072,2066,455,514,969,532,598,1130,62,57,119,3854,3628,7482,3792,3571,7363,3260,2973,6233,0.0,0.0,0.0,2805,2459,5264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,ARUA,8,5,13,262,119,381,422,315,737,183,145,328,202,185,387,19,15,34,1096,784,1880,1077,769,1846,875,584,1459,0.0,0.0,0.0,692,439,1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUDAKA,148,97,245,886,831,1717,749,770,1519,539,630,1169,364,394,758,20,26,46,2706,2748,5454,2686,2722,5408,2322,2328,4650,0.0,0.0,0.0,1783,1698,3481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUDUDA,54,39,93,581,805,1386,337,500,837,213,284,497,178,239,417,18,39,57,1381,1906,3287,1363,1867,3230,1185,1628,2813,0.0,0.0,0.0,972,1344,2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,BUGIRI_M_C,39,29,68,211,254,465,71,122,193,32,62,94,25,44,69,4,1,5,382,512,894,378,511,889,353,467,820,0.0,0.0,0.0,321,405,726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,BUGIRI,122,97,219,1473,1509,2982,905,1059,1964,462,645,1107,418,496,914,21,39,60,3401,3845,7246,3380,3806,7186,2962,3310,6272,0.0,0.0,0.0,2500,2665,5165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUGWERI,67,58,125,847,938,1785,513,692,1205,253,350,603,246,323,569,19,28,47,1945,2389,4334,1926,2361,4287,1680,2038,3718,0.0,0.0,0.0,1427,1688,3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,BUHWEJU,204,189,393,673,917,1590,95,137,232,21,29,50,4,6,10,16,12,28,1013,1290,2303,997,1278,2275,993,1272,2265,0.0,0.0,0.0,972,1243,2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUKWE,115,142,257,918,1156,2074,452,571,1023,209,283,492,194,266,460,22,19,41,1910,2437,4347,1888,2418,4306,1694,2152,3846,0.0,0.0,0.0,1485,1869,3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUKEDEA,113,240,353,962,954,1916,647,748,1395,298,421,719,270,328,598,12,16,28,2302,2707,5009,2290,2691,4981,2020,2363,4383,0.0,0.0,0.0,1722,1942,3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUKOMANSIMBI,355,374,729,1067,1328,2395,320,432,752,131,161,292,103,116,219,6,11,17,1982,2422,4404,1976,2411,4387,1873,2295,4168,0.0,0.0,0.0,1742,2134,3876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUIKWE,19,11,30,431,510,941,362,433,795,195,260,455,216,248,464,10,10,20,1233,1472,2705,1223,1462,2685,1007,1214,2221,0.0,0.0,0.0,812,954,1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BULAMBULI,22,15,37,333,331,664,352,401,753,222,282,504,340,403,743,27,44,71,1296,1476,2772,1269,1432,2701,929,1029,1958,0.0,0.0,0.0,707,747,1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,BULISA,26,22,48,444,286,730,282,225,507,139,157,296,95,164,259,6,12,18,992,866,1858,986,854,1840,891,690,1581,0.0,0.0,0.0,752,533,1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUNDIBUGYO,179,133,312,904,888,1792,513,483,996,454,433,887,688,607,1295,61,81,142,2799,2625,5424,2738,2544,5282,2050,1937,3987,0.0,0.0,0.0,1596,1504,3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUNYANGABU,557,674,1231,1032,1227,2259,133,150,283,49,53,102,27,31,58,26,33,59,1824,2168,3992,1798,2135,3933,1771,2104,3875,0.0,0.0,0.0,1722,2051,3773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,BUSHENYI_M_C,398,447,845,356,587,943,13,26,39,9,13,22,5,5,10,5,4,9,786,1082,1868,781,1078,1859,776,1073,1849,0.0,0.0,0.0,767,1060,1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,BUSHENYI,543,615,1158,1334,1631,2965,219,228,447,69,56,125,25,36,61,32,28,60,2222,2594,4816,2190,2566,4756,2165,2530,4695,0.0,0.0,0.0,2096,2474,4570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUSIA_M_C,93,54,147,460,556,1016,90,172,262,49,81,130,52,70,122,8,10,18,752,943,1695,744,933,1677,692,863,1555,0.0,0.0,0.0,643,782,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUSIA,154,112,266,1470,1467,2937,661,806,1467,308,443,751,181,201,382,25,30,55,2799,3059,5858,2774,3029,5803,2593,2828,5421,0.0,0.0,0.0,2285,2385,4670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUTALEJA,152,107,259,1065,1144,2209,727,852,1579,424,531,955,349,426,775,49,73,122,2766,3133,5899,2717,3060,5777,2368,2634,5002,0.0,0.0,0.0,1944,2103,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUTAMBALA,107,121,228,1028,1223,2251,494,542,1036,255,289,544,212,202,414,47,58,105,2143,2435,4578,2096,2377,4473,1884,2175,4059,0.0,0.0,0.0,1629,1886,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUTEBO,15,1,16,458,318,776,461,432,893,353,405,758,366,377,743,11,15,26,1664,1548,3212,1653,1533,3186,1287,1156,2443,0.0,0.0,0.0,934,751,1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,BUVUMA,11,2,13,202,141,343,81,116,197,28,45,73,23,29,52,6,2,8,351,335,686,345,333,678,322,304,626,0.0,0.0,0.0,294,259,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,BUYENDE,150,117,267,1408,1542,2950,890,990,1880,398,466,864,242,300,542,39,40,79,3127,3455,6582,3088,3415,6503,2846,3115,5961,0.0,0.0,0.0,2448,2649,5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,DOKOLO,86,50,136,621,480,1101,462,426,888,194,229,423,200,304,513,10,24,34,1573,1513,3086,1563,1489,3052,1363,1185,2548,0.0,0.0,0.0,1169,956,2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,ENTEBBE_M_C,275,235,510,652,761,1413,97,127,224,21,56,77,14,13,27,5,4,9,1064,1196,2260,1059,1192,2251,1045,1179,2224,0.0,0.0,0.0,1024,1123,2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,FORTPORTAL,143,174,317,886,1030,1916,193,265,458,93,107,200,69,64,133,12,17,29,1396,1657,3053,1384,1640,3024,1315,1576,2891,0.0,0.0,0.0,1222,1469,2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,GOMBA,215,198,413,1490,1874,3364,346,429,775,137,180,317,149,184,333,85,75,160,2422,2940,5362,2337,2865,5202,2188,2681,4869,0.0,0.0,0.0,2051,2501,4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,GULU_CITY,426,344,770,1188,1246,2434,288,380,668,107,165,272,101,153,254,28,23,51,2138,2311,4449,2110,2288,4398,2009,2135,4144,0.0,0.0,0.0,1902,1970,3872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,GULU,18,10,28,364,323,687,286,371,657,151,155,306,140,229,369,8,23,31,967,1111,2078,959,1088,2047,819,859,1678,0.0,0.0,0.0,668,704,1372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,HOIMA_CITY,387,306,693,875,1038,1913,208,303,511,114,154,268,119,126,245,19,14,33,1722,1941,3663,1703,1927,3630,1584,1801,3385,0.0,0.0,0.0,1470,1647,3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,HOIMA,61,35,96,722,645,1367,393,477,870,207,320,527,315,430,745,49,42,91,1747,1949,3696,1698,1907,3605,1383,1477,2860,0.0,0.0,0.0,1176,1157,2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,IBANDA_M_C,283,196,479,591,736,1327,103,163,266,54,78,132,18,45,63,14,15,29,1063,1233,2296,1049,1218,2267,1031,1173,2204,0.0,0.0,0.0,977,1095,2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,IBANDA,387,352,739,1035,1291,2326,100,145,245,29,53,82,17,24,41,16,19,35,1584,1884,3468,1568,1865,3433,1551,1841,3392,0.0,0.0,0.0,1522,1788,3310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,IGANGA_M_C,62,36,98,345,377,722,98,131,229,40,54,94,44,49,93,4,6,10,593,653,1246,589,647,1236,545,598,1143,0.0,0.0,0.0,505,544,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,IGANGA,300,308,608,1516,1714,3230,788,1047,1835,525,708,1233,587,857,1444,34,38,72,3750,4672,8422,3716,4634,8350,3129,3777,6906,0.0,0.0,0.0,2604,3069,5673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,ISINGIRO,1027,906,1933,2813,3441,6254,588,830,1418,275,437,712,122,173,295,92,100,192,4917,5887,10804,4825,5787,10612,4703,5614,10317,0.0,0.0,0.0,4428,5177,9605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,JINJA_CITY,409,407,816,1479,1790,3269,389,539,928,198,337,535,172,262,434,36,31,67,2683,3366,6049,2647,3335,5982,2475,3073,5548,0.0,0.0,0.0,2277,2736,5013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,JINJA,300,195,495,1609,1908,3517,696,964,1660,405,523,928,348,393,741,34,41,75,3392,4024,7416,3358,3983,7341,3010,3590,6600,0.0,0.0,0.0,2605,3067,5672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,KAABONG,7,1,8,219,109,328,110,116,226,47,32,79,27,44,71,5,2,7,415,304,719,410,302,712,383,258,641,0.0,0.0,0.0,336,226,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KABALE_M_C,360,341,701,412,490,902,67,107,174,29,44,73,19,26,45,5,1,6,892,1009,1901,887,1008,1895,868,982,1850,0.0,0.0,0.0,839,938,1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KABALE,141,78,219,847,991,1838,306,467,773,126,247,373,83,123,206,29,29,58,1532,1935,3467,1503,1906,3409,1420,1783,3203,0.0,0.0,0.0,1294,1536,2830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KABAROLE,65,54,119,782,889,1671,382,473,855,269,328,597,295,358,653,48,48,96,1841,2150,3991,1793,2102,3895,1498,1744,3242,0.0,0.0,0.0,1229,1416,2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KABERAMAIDO,14,3,17,407,319,726,389,370,759,103,151,254,59,70,129,2,0,2,974,913,1887,972,913,1885,913,843,1756,0.0,0.0,0.0,810,692,1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,KAGADI,219,143,362,1930,2206,4136,819,962,1781,381,481,862,194,296,490,75,83,158,3618,4171,7789,3543,4088,7631,3349,3792,7141,0.0,0.0,0.0,2968,3311,6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,KAKUMIRO,191,148,339,1239,1217,2456,538,643,1181,266,330,596,179,270,449,35,40,75,2448,2648,5096,2413,2608,5021,2234,2338,4572,0.0,0.0,0.0,1968,2008,3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KALAKI,10,4,14,361,243,604,370,347,717,142,190,332,108,175,283,0,3,3,991,962,1953,991,959,1950,883,784,1667,0.0,0.0,0.0,741,594,1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KALANGALA,53,31,84,171,201,372,26,30,56,9,21,30,2,4,6,5,3,8,266,290,556,261,287,548,259,283,542,0.0,0.0,0.0,250,262,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,KALIRO,77,70,147,834,941,1775,650,729,1379,419,487,906,355,427,782,19,18,37,2354,2672,5026,2335,2654,4989,1980,2227,4207,0.0,0.0,0.0,1561,1740,3301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KALUNGU,326,417,743,1453,1875,3328,436,562,998,212,229,441,138,150,288,51,46,97,2616,3279,5895,2565,3233,5798,2427,3083,5510,0.0,0.0,0.0,2215,2854,5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAMPALA,4249,4091,8340,7895,9143,17038,1550,1849,3399,648,962,1610,510,592,1102,115,155,270,14967,16792,31759,14852,16637,31489,14342,16045,30387,0.0,0.0,0.0,13694,15083,28777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,KAMULI_M_C,157,198,355,513,604,1117,171,226,397,90,102,192,125,254,379,6,8,14,1062,1392,2454,1056,1384,2440,931,1130,2061,0.0,0.0,0.0,841,1028,1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,KAMULI,314,244,558,2317,2606,4923,1155,1373,2528,556,776,1332,427,541,968,42,39,81,4811,5579,10390,4769,5540,10309,4342,4999,9341,0.0,0.0,0.0,3786,4223,8009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAMWENGE,298,218,516,1439,1560,2999,382,517,899,158,220,378,54,115,169,23,41,64,2354,2671,5025,2331,2630,4961,2277,2515,4792,0.0,0.0,0.0,2119,2295,4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KANUNGU,303,269,572,1218,1357,2575,605,715,1320,279,421,700,175,304,479,25,56,81,2605,3122,5727,2580,3066,5646,2405,2762,5167,0.0,0.0,0.0,2126,2341,4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAPCHORWA_M_C,113,103,216,448,488,936,180,176,356,123,189,312,107,168,275,1,3,4,972,1127,2099,971,1124,2095,864,956,1820,0.0,0.0,0.0,741,767,1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAPCHORWA,11,9,20,217,205,422,186,233,419,130,156,286,163,186,349,4,6,10,711,795,1506,707,789,1496,544,603,1147,0.0,0.0,0.0,414,447,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAPELEBYONG,21,7,28,462,356,818,256,235,491,62,96,158,40,65,105,12,11,23,853,770,1623,841,759,1600,801,694,1495,0.0,0.0,0.0,739,598,1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,KARENGA,17,0,17,212,80,292,135,86,221,33,39,72,22,41,63,6,2,8,425,248,673,419,246,665,397,205,602,0.0,0.0,0.0,364,166,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KASESE_M_C,539,554,1093,816,989,1805,96,112,208,20,27,47,11,22,33,6,12,18,1488,1716,3204,1482,1704,3186,1471,1682,3153,0.0,0.0,0.0,1451,1655,3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KASESE,426,448,874,3296,3709,7005,1367,1554,2921,543,641,1184,475,434,909,88,97,185,6195,6883,13078,6107,6786,12893,5632,6352,11984,0.0,0.0,0.0,5089,5711,10800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KASSANDA,325,395,720,1755,2236,3991,377,521,898,128,147,275,81,93,174,38,47,85,2704,3439,6143,2666,3392,6058,2585,3299,5884,0.0,0.0,0.0,2457,3152,5609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KATAKWI,88,40,128,694,631,1325,354,373,727,190,201,391,180,189,369,14,16,30,1520,1450,2970,1506,1434,2940,1326,1245,2571,0.0,0.0,0.0,1136,1044,2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KAYUNGA,241,225,466,2053,2381,4434,836,1052,1888,485,600,1085,366,506,872,71,94,165,4052,4858,8910,3981,4764,8745,3615,4258,7873,0.0,0.0,0.0,3130,3658,6788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,KAZO,395,367,762,1011,1212,2223,98,155,253,42,49,91,25,25,50,25,25,50,1596,1833,3429,1571,1808,3379,1546,1783,3329,0.0,0.0,0.0,1504,1734,3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,KIBAALE,113,107,220,606,692,1298,258,379,637,101,151,252,92,115,207,4,5,9,1174,1449,2623,1170,1444,2614,1078,1329,2407,0.0,0.0,0.0,977,1178,2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
